country,country_code,indicator_name,indicator_code,year,life_expectancy
Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,70.524
Turkmenistan,TKM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,69.19
Latin America & The Caribbean (Ida & Ibrd Countries),TLA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,74.7614101353626
Timor-Leste,TLS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,65.898
"Middle East, North Africa, Afghanistan & Pakistan (Ida & Ibrd)",TMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,69.7772409464567
Tonga,TON,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,72.066
South Asia (Ida & Ibrd),TSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,70.2904723380061
Sub-Saharan Africa (Ida & Ibrd Countries),TSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,60.1584015341065
Trinidad And Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,72.984
Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,75.177
Turkiye,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,77.037
Tuvalu,TUV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,65.683
Tanzania,TZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,64.963
Uganda,UGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,65.174
Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,73.993
Upper Middle Income,UMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,75.4810427213008
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,77.618
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,78.5390243902439
Uzbekistan,UZB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,71.737
St. Vincent And The Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,71.013
"Venezuela, Rb",VEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,71.903
British Virgin Islands,VGB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,75.67
Virgin Islands (U.S.),VIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,79.3682926829268
Viet Nam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,74.026
Vanuatu,VUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,70.5
World,WLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,72.3653447819616
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,70.991
Kosovo,XKX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,77.105
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,67.12
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,65.422
Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,61.564
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,60.263
Aruba,ABW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,75.88
Africa Eastern And Southern,AFE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,63.3306913582336
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,62.443
Africa Western And Central,AFW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,57.036976441386
Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,62.622
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,79.238
Andorra,AND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,84.242
Arab World,ARB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,71.4312997859137
United Arab Emirates,ARE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,82.449
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,76.77
Armenia,ARM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,75.619512195122
American Samoa,ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,72.794
Antigua And Barbuda,ATG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,77.132
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,82.7487804878049
Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,81.6926829268293
Azerbaijan,AZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,73.016
Burundi,BDI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,61.806
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,81.5951219512195
Benin,BEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,59.71
Burkina Faso,BFA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,59.972
Bangladesh,BGD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,72.122
Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,74.9634146341464
Bahrain,BHR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,80.412
"Bahamas, The",BHS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,74.062
Bosnia And Herzegovina,BIH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,77.942
Belarus,BLR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,74.1756097560976
Belize,BLZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,72.322
Bermuda,BMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,80.986
Bolivia,BOL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,67.699
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,75.633
Barbados,BRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,76.378
Brunei Darussalam,BRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,74.992
Bhutan,BTN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,71.711
Botswana,BWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,66.371
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,52.297
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,81.8087804878049
Central Europe And The Baltics,CEB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,76.9764380835075
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,83.7536585365854
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,81.1
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,80.559
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,77.709
Cote D'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,59.795
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,61.189
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,59.926
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,64.472
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,76.579
Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,65.401
Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,74.84
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,80.09
Caribbean Small States,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,72.2210854022703
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,77.426
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,76.493
Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,78.835
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,81.556
Czechia,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,79.0292682926829
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,80.8926829268293
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,64.105
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,71.378
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,80.9536585365854
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,73.555
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,75.555
East Asia & Pacific (Excluding High Income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,75.57828618156
Early-Demographic Dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,70.5486659921504
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,76.3914229383171
Europe & Central Asia (Excluding High Income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,74.5976698113306
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,78.0322195043255
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,77.248
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,70.974
Euro Area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,82.0027602577719
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,66.979
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,83.4317073170732
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,78.2439024390244
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,65.257
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,81.0317510064821
Fragile And Conflict Affected Situations,FCS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,61.7825083062786
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,81.7341463414634
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,66.965
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,82.6756097560976
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,82.2926829268293
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,65.943
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,67.043
United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,81.2560975609756
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,73.985
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,64.138
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,83.028
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,59.043
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,64.034
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,61.652
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,61.915
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,81.7878048780488
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,74.957
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,71.9675609756098
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,71.496
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,76.561
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,68.829
High Income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,79.9668020572923
"Hong Kong Sar, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,84.869756097561
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,72.001
Heavily Indebted Poor Countries (Hipc),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,62.798544258222
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,77.919512195122
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,64.077
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,76.0658536585366
Ibrd Only,IBD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,73.7952368045971
Ida & Ibrd Total,IBT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,71.153328289214
Ida Total,IDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,63.7309311828708
Ida Blend,IDB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,61.0740542759518
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,70.08
Ida Only,IDX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,65.172890099339
Isle Of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,80.614
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,70.415
Not Classified,INX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,82.2048780487805
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,76.621
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,71.116
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,82.8609756097561
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,82.8024390243903
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,83.3463414634146
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,71.606
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,76.491
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,84.2109756097561
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,73.369
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,62.825
Kyrgyz Republic,KGZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,71.4
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,69.993
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,65.807
St. Kitts And Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,71.336
"Korea, Rep.",KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,82.6268292682927
Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,80.1063658536585
Latin America & Caribbean (Excluding High Income),LAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,74.8906731016397
Lao Pdr,LAO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,67.594
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,78.263
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,60.999
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,73.151
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,72.655
Latin America & Caribbean,LCN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,75.052717198381
Least Developed Countries: Un Classification,LDC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,64.6022757660127
Low Income,LIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,62.3399876414984
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,83.0414634146342
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,76.485
Lower Middle Income,LMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,68.2810033644819
Low & Middle Income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,71.1345010717806
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,54.638
Late-Demographic Dividend,LTE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,76.7784257230861
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,75.6804878048781
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,82.2951219512195
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,74.7829268292683
"Macao Sar, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,83.6780487804878
St. Martin (French Part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,80.029
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,73.946
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,86.084
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,70.236
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,63.491
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,79.433
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,70.9403213532696
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,74.301
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,65.87
Middle Income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,71.9601326916177
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,76.6487804878049
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,58.873
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,82.2487804878049
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,66.232
"Middle East, North Africa, Afghanistan & Pakistan (Excluding High Income)",MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,70.0733668958653
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,77.8853658536585
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,70.8270731707317
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,77.51
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,60.79
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,67.419
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,74.4163414634146
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,64.464
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,75.734
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,78.9607960728398
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,62.579
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,77.557
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,59.765
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,52.669
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,73.879
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,81.8121951219512
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,82.7585365853659
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,69.036
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,61.238
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,81.7073170731707
Oecd Members,OED,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,80.0281711116686
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,79.864
Other Small States,OSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,72.4217850423792
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,66.481
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,78.266
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,76.018
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,69.761
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,68.989
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,65.114
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,77.6024390243903
Pre-Demographic Dividend,PRE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,60.2074724802348
Puerto Rico (Us),PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,81.086
"Korea, Dem. People'S Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,73.02
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,81.3243902439024
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,73.627
West Bank And Gaza,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,75.38
Pacific Island Small States,PSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,68.5825887890247
Post-Demographic Dividend,PST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,80.7442826647034
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,82.985
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,82.714
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,75.3585365853659
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,72.6621951219512
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,66.354
South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,70.6523573971364
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,78.75
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,65.501
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,67.379
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,83.2975609756098
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,69.806
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,59.059
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,71.384
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,85.095
"Somalia, Fed. Rep.",SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,54.767
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,75.890243902439
Sub-Saharan Africa (Excluding High Income),SSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,60.2582610385453
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,51.905
Sub-Saharan Africa,SSF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,60.7667275136709
Small States,SST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,71.8640735615265
Sao Tome And Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,67.602
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,71.468
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,77.2658536585366
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,81.3780487804878
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,82.5585365853659
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,58.707
Sint Maarten (Dutch Part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,75.693
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,72.8414634146341
Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,67.371
Turks And Caicos Islands,TCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,77.596
Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,52.447
East Asia & Pacific (Ida & Ibrd Countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,75.6101241544348
Europe & Central Asia (Ida & Ibrd Countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,74.3004387516548
Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,60.601
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,77.19
Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,70.737
Turkmenistan,TKM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,69.272
Latin America & The Caribbean (Ida & Ibrd Countries),TLA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,74.9760978010797
Timor-Leste,TLS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,66.204
"Middle East, North Africa, Afghanistan & Pakistan (Ida & Ibrd)",TMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,70.0368444388331
Tonga,TON,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,72.169
South Asia (Ida & Ibrd),TSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,70.6523573971364
Sub-Saharan Africa (Ida & Ibrd Countries),TSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,60.7667275136709
Trinidad And Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,72.658
Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,75.37
Turkiye,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,77.454
